iter	Passed	Remaining
1682	7519	5884
1683	7523	5879
1684	7527	5874
1685	7531	5869
1686	7536	5865
1687	7540	5860
1688	7544	5856
1689	7548	5851
1690	7553	5847
1691	7558	5842
1692	7563	5838
1693	7568	5834
1694	7572	5830
1695	7577	5826
1696	7581	5821
1697	7586	5817
1698	7590	5812
1699	7594	5807
1700	7599	5803
1701	7604	5799
1702	7609	5795
1703	7614	5791
1704	7618	5786
1705	7623	5782
1706	7627	5777
1707	7632	5773
1708	7637	5769
1709	7641	5764
1710	7645	5760
1711	7650	5755
1712	7655	5751
1713	7661	5748
1714	7666	5743
1715	7670	5739
1716	7674	5734
1717	7678	5730
1718	7683	5725
1719	7687	5721
1720	7691	5716
1721	7696	5711
1722	7700	5707
1723	7704	5702
1724	7708	5697
1725	7713	5693
1726	7716	5688
1727	7720	5683
1728	7724	5678
1729	7730	5674
1730	7734	5670
1731	7738	5665
1732	7742	5660
1733	7746	5655
1734	7750	5651
1735	7755	5646
1736	7759	5641
1737	7763	5637
1738	7767	5632
1739	7771	5627
1740	7775	5622
1741	7780	5618
1742	7784	5613
1743	7788	5608
1744	7792	5604
1745	7796	5599
1746	7800	5594
1747	7803	5589
1748	7808	5584
1749	7812	5580
1750	7816	5575
1751	7820	5570
1752	7824	5565
1753	7828	5561
1754	7832	5556
1755	7836	5551
1756	7840	5547
1757	7845	5542
1758	7849	5537
1759	7853	5533
1760	7857	5528
1761	7862	5524
1762	7866	5519
1763	7870	5514
1764	7875	5510
1765	7879	5505
1766	7884	5501
1767	7887	5496
1768	7892	5492
1769	7896	5487
1770	7900	5482
1771	7905	5478
1772	7909	5473
1773	7913	5469
1774	7917	5464
1775	7921	5459
1776	7926	5455
1777	7930	5450
1778	7934	5445
1779	7938	5441
1780	7943	5436
1781	7947	5432
1782	7951	5427
1783	7956	5422
1784	7960	5418
1785	7964	5413
1786	7968	5409
1787	7973	5405
1788	7978	5400
1789	7982	5396
1790	7987	5391
1791	7991	5387
1792	7997	5383
1793	8002	5379
1794	8007	5375
1795	8011	5371
1796	8016	5366
1797	8021	5362
1798	8026	5358
1799	8031	5354
1800	8036	5349
1801	8041	5345
1802	8045	5341
1803	8049	5336
1804	8055	5332
1805	8059	5328
1806	8064	5324
1807	8069	5320
1808	8073	5315
1809	8078	5311
1810	8082	5306
1811	8087	5302
1812	8091	5297
1813	8096	5293
1814	8100	5288
1815	8105	5284
1816	8109	5279
1817	8113	5275
1818	8117	5270
1819	8122	5266
1820	8126	5261
1821	8130	5256
1822	8134	5252
1823	8139	5247
1824	8143	5243
1825	8147	5238
1826	8150	5233
1827	8155	5228
1828	8159	5223
1829	8163	5219
1830	8167	5214
1831	8171	5209
1832	8175	5204
1833	8179	5200
1834	8183	5195
1835	8187	5190
1836	8191	5186
1837	8195	5181
1838	8200	5176
1839	8204	5172
1840	8208	5167
1841	8212	5163
1842	8217	5158
1843	8221	5154
1844	8225	5149
1845	8230	5144
1846	8234	5140
1847	8239	5136
1848	8243	5131
1849	8247	5126
1850	8252	5122
1851	8256	5117
1852	8260	5113
1853	8264	5108
1854	8269	5104
1855	8273	5099
1856	8278	5095
1857	8283	5091
1858	8287	5086
1859	8292	5082
1860	8296	5077
1861	8301	5073
1862	8305	5068
1863	8309	5063
1864	8313	5059
1865	8318	5055
1866	8322	5050
1867	8326	5045
1868	8330	5041
1869	8335	5036
1870	8339	5032
1871	8343	5027
1872	8348	5023
1873	8352	5018
1874	8356	5013
1875	8360	5008
1876	8364	5004
1877	8367	4999
1878	8371	4994
1879	8375	4989
1880	8379	4985
1881	8383	4980
1882	8388	4975
1883	8391	4971
1884	8396	4966
1885	8400	4961
1886	8404	4957
1887	8408	4952
1888	8412	4948
1889	8418	4943
1890	8422	4939
1891	8426	4934
1892	8431	4930
1893	8435	4926
1894	8441	4922
1895	8446	4918
1896	8450	4913
1897	8455	4909
1898	8459	4904
1899	8465	4900
1900	8469	4896
1901	8474	4892
1902	8479	4888
1903	8484	4883
1904	8489	4879
1905	8493	4875
1906	8498	4870
1907	8503	4866
1908	8508	4862
1909	8513	4858
1910	8517	4853
1911	8521	4849
1912	8527	4845
1913	8531	4841
1914	8536	4836
1915	8541	4832
1916	8546	4828
1917	8550	4823
1918	8554	4818
1919	8559	4814
1920	8565	4810
1921	8569	4806
1922	8573	4801
1923	8578	4797
1924	8582	4792
1925	8588	4789
1926	8593	4785
1927	8597	4780
1928	8602	4775
1929	8606	4771
1930	8611	4767
1931	8616	4762
1932	8620	4758
1933	8624	4753
1934	8629	4749
1935	8633	4744
1936	8637	4740
1937	8642	4735
1938	8646	4731
1939	8650	4726
1940	8654	4722
1941	8659	4717
1942	8663	4712
1943	8667	4708
1944	8672	4703
1945	8676	4699
1946	8680	4694
1947	8684	4690
1948	8689	4685
1949	8693	4681
1950	8697	4676
1951	8701	4671
1952	8705	4667
1953	8710	4662
1954	8713	4657
1955	8717	4653
1956	8722	4648
1957	8726	4644
1958	8730	4639
1959	8734	4634
1960	8739	4630
1961	8743	4625
1962	8747	4621
1963	8751	4616
1964	8755	4611
1965	8759	4606
1966	8763	4602
1967	8767	4597
1968	8771	4593
1969	8776	4588
1970	8780	4583
1971	8784	4579
1972	8788	4574
1973	8792	4570
1974	8796	4565
1975	8801	4561
1976	8805	4556
1977	8809	4551
1978	8813	4547
1979	8818	4542
1980	8822	4538
1981	8826	4533
1982	8830	4528
1983	8834	4523
1984	8839	4520
1985	8844	4515
1986	8848	4510
1987	8852	4506
1988	8857	4502
1989	8861	4497
1990	8865	4492
1991	8869	4488
1992	8874	4484
1993	8879	4479
1994	8883	4475
1995	8888	4470
1996	8892	4466
1997	8896	4461
1998	8901	4457
1999	8906	4453
2000	8911	4448
2001	8915	4444
2002	8920	4440
2003	8924	4435
2004	8929	4431
2005	8934	4427
2006	8939	4422
2007	8943	4418
2008	8948	4414
2009	8953	4410
2010	8958	4405
2011	8962	4401
2012	8967	4397
2013	8972	4392
2014	8977	4388
2015	8981	4384
2016	8986	4379
2017	8990	4375
2018	8994	4370
2019	8999	4365
2020	9003	4361
2021	9008	4357
2022	9012	4352
2023	9017	4348
2024	9021	4343
2025	9024	4338
2026	9029	4334
2027	9033	4329
2028	9038	4325
2029	9042	4320
2030	9046	4316
2031	9050	4311
2032	9054	4306
2033	9059	4302
2034	9063	4297
2035	9067	4293
2036	9071	4288
2037	9075	4284
2038	9080	4279
2039	9084	4274
2040	9087	4270
2041	9091	4265
2042	9095	4260
2043	9100	4256
2044	9104	4251
2045	9109	4247
2046	9113	4242
2047	9117	4238
2048	9123	4234
2049	9128	4230
2050	9133	4225
2051	9137	4221
2052	9141	4216
2053	9146	4212
2054	9151	4208
2055	9155	4203
2056	9159	4199
2057	9164	4194
2058	9168	4190
2059	9172	4185
2060	9176	4180
2061	9180	4176
2062	9184	4171
2063	9189	4167
2064	9193	4162
2065	9197	4158
2066	9201	4153
2067	9205	4148
2068	9210	4144
2069	9214	4139
2070	9218	4135
2071	9222	4130
2072	9227	4126
2073	9231	4121
2074	9235	4117
2075	9240	4112
2076	9244	4108
2077	9248	4103
2078	9252	4099
2079	9257	4094
2080	9261	4090
2081	9266	4085
2082	9271	4081
2083	9276	4077
2084	9280	4072
2085	9285	4068
2086	9290	4064
2087	9295	4059
2088	9299	4055
2089	9302	4050
2090	9307	4046
2091	9312	4041
2092	9316	4037
2093	9320	4032
2094	9325	4028
2095	9330	4024
2096	9334	4019
2097	9338	4015
2098	9343	4010
2099	9348	4006
2100	9352	4001
2101	9357	3997
2102	9361	3992
2103	9365	3988
2104	9369	3983
2105	9373	3979
2106	9377	3974
2107	9381	3969
2108	9386	3965
2109	9390	3960
2110	9394	3956
2111	9398	3951
2112	9403	3947
2113	9407	3942
2114	9411	3938
2115	9415	3933
2116	9419	3928
2117	9424	3924
2118	9428	3920
2119	9432	3915
2120	9437	3911
2121	9441	3906
2122	9445	3901
2123	9449	3897
2124	9453	3892
2125	9457	3888
2126	9462	3883
2127	9466	3879
2128	9470	3874
2129	9474	3869
2130	9479	3865
2131	9483	3860
2132	9487	3856
2133	9491	3851
2134	9495	3847
2135	9499	3842
2136	9504	3838
2137	9508	3833
2138	9512	3828
2139	9516	3824
2140	9521	3820
2141	9525	3815
2142	9529	3810
2143	9533	3806
2144	9538	3801
2145	9542	3797
2146	9546	3792
2147	9550	3788
2148	9555	3783
2149	9559	3779
2150	9563	3774
2151	9567	3770
2152	9571	3765
2153	9576	3761
2154	9579	3756
2155	9584	3751
2156	9587	3747
2157	9591	3742
2158	9595	3737
2159	9600	3733
2160	9604	3728
2161	9608	3724
2162	9611	3719
2163	9616	3714
2164	9620	3710
2165	9625	3706
2166	9629	3701
2167	9633	3697
2168	9637	3692
2169	9641	3687
2170	9645	3683
2171	9649	3678
2172	9653	3673
2173	9657	3669
2174	9661	3664
2175	9666	3660
2176	9671	3656
2177	9674	3651
2178	9679	3646
2179	9683	3642
2180	9687	3637
2181	9691	3633
2182	9695	3628
2183	9700	3624
2184	9705	3619
2185	9709	3615
2186	9713	3610
2187	9717	3606
2188	9722	3601
2189	9726	3597
2190	9730	3592
2191	9734	3588
2192	9738	3583
2193	9742	3579
2194	9747	3574
2195	9751	3570
2196	9755	3565
2197	9759	3560
2198	9763	3556
2199	9767	3551
2200	9771	3547
2201	9776	3542
2202	9781	3538
2203	9785	3534
2204	9789	3529
2205	9793	3524
2206	9797	3520
2207	9802	3515
2208	9806	3511
2209	9810	3507
2210	9815	3502
2211	9819	3498
2212	9823	3493
2213	9828	3489
2214	9832	3484
2215	9836	3479
2216	9840	3475
2217	9844	3470
2218	9849	3466
2219	9853	3462
2220	9857	3457
2221	9862	3453
2222	9865	3448
2223	9870	3443
2224	9874	3439
2225	9879	3435
2226	9883	3430
2227	9886	3425
2228	9891	3421
2229	9895	3416
2230	9899	3412
2231	9903	3407
2232	9907	3403
2233	9912	3398
2234	9916	3394
2235	9920	3389
2236	9925	3385
2237	9929	3380
2238	9933	3376
2239	9937	3371
2240	9943	3367
2241	9947	3363
2242	9951	3358
2243	9955	3354
2244	9961	3349
2245	9966	3345
2246	9970	3341
2247	9974	3336
2248	9978	3332
2249	9982	3327
2250	9986	3322
2251	9990	3318
2252	9994	3313
2253	9998	3309
2254	10002	3304
2255	10007	3300
2256	10011	3295
2257	10015	3291
2258	10019	3286
2259	10023	3282
2260	10028	3277
2261	10032	3273
2262	10036	3268
2263	10040	3264
2264	10045	3259
2265	10049	3255
2266	10053	3250
2267	10057	3246
2268	10061	3241
2269	10066	3237
2270	10070	3232
2271	10074	3228
2272	10078	3223
2273	10082	3218
2274	10086	3214
2275	10090	3209
2276	10094	3205
2277	10097	3200
2278	10102	3195
2279	10106	3191
2280	10110	3187
2281	10114	3182
2282	10119	3178
2283	10123	3173
2284	10128	3169
2285	10132	3164
2286	10136	3160
2287	10141	3155
2288	10145	3151
2289	10149	3146
2290	10153	3142
2291	10157	3137
2292	10161	3133
2293	10165	3128
2294	10170	3124
2295	10174	3119
2296	10178	3115
2297	10182	3110
2298	10186	3106
2299	10191	3101
2300	10195	3097
2301	10199	3092
2302	10203	3088
2303	10208	3083
2304	10213	3079
2305	10218	3075
2306	10222	3070
2307	10226	3066
2308	10231	3061
2309	10236	3057
2310	10240	3053
2311	10245	3048
2312	10250	3044
2313	10255	3040
2314	10259	3035
2315	10263	3031
2316	10268	3026
2317	10272	3022
2318	10276	3017
2319	10280	3013
2320	10285	3008
2321	10289	3004
2322	10294	3000
2323	10298	2995
2324	10303	2991
2325	10307	2986
2326	10312	2982
2327	10316	2977
2328	10320	2973
2329	10325	2969
2330	10330	2964
2331	10335	2960
2332	10339	2955
2333	10343	2951
2334	10347	2946
2335	10351	2942
2336	10355	2937
2337	10359	2933
2338	10364	2928
2339	10368	2924
2340	10372	2919
2341	10376	2915
2342	10380	2910
2343	10384	2906
2344	10388	2901
2345	10392	2897
2346	10396	2892
2347	10400	2888
2348	10404	2883
2349	10408	2879
2350	10413	2874
2351	10417	2870
2352	10421	2865
2353	10426	2861
2354	10430	2856
2355	10434	2852
2356	10438	2847
2357	10442	2843
2358	10446	2838
2359	10450	2834
2360	10454	2829
2361	10458	2825
2362	10462	2820
2363	10467	2816
2364	10471	2811
2365	10475	2806
2366	10479	2802
2367	10483	2797
2368	10488	2793
2369	10492	2789
2370	10496	2784
2371	10501	2780
2372	10505	2775
2373	10509	2771
2374	10513	2766
2375	10518	2762
2376	10522	2757
2377	10526	2753
2378	10531	2748
2379	10535	2744
2380	10540	2740
2381	10544	2735
2382	10548	2731
2383	10552	2726
2384	10556	2722
2385	10561	2717
2386	10565	2713
2387	10569	2708
2388	10573	2704
2389	10577	2699
2390	10581	2695
2391	10586	2690
2392	10590	2686
2393	10594	2681
2394	10598	2677
2395	10602	2672
2396	10606	2668
2397	10610	2663
2398	10614	2659
2399	10619	2654
2400	10623	2650
2401	10628	2645
2402	10632	2641
2403	10636	2637
2404	10641	2632
2405	10645	2628
2406	10649	2623
2407	10653	2619
2408	10657	2614
2409	10661	2610
2410	10665	2605
2411	10670	2601
2412	10674	2596
2413	10678	2592
2414	10683	2587
2415	10687	2583
2416	10691	2578
2417	10696	2574
2418	10700	2570
2419	10704	2565
2420	10708	2561
2421	10713	2556
2422	10718	2552
2423	10723	2548
2424	10727	2543
2425	10732	2539
2426	10736	2534
2427	10740	2530
2428	10744	2525
2429	10749	2521
2430	10753	2516
2431	10757	2512
2432	10762	2508
2433	10767	2503
2434	10771	2499
2435	10775	2494
2436	10779	2490
2437	10783	2485
2438	10787	2481
2439	10792	2476
2440	10796	2472
2441	10800	2467
2442	10804	2463
2443	10808	2458
2444	10812	2454
2445	10816	2449
2446	10821	2445
2447	10825	2441
2448	10830	2436
2449	10834	2432
2450	10838	2427
2451	10843	2423
2452	10848	2419
2453	10852	2414
2454	10856	2410
2455	10859	2405
2456	10863	2400
2457	10867	2396
2458	10871	2391
2459	10876	2387
2460	10879	2382
2461	10883	2378
2462	10888	2374
2463	10892	2369
2464	10897	2365
2465	10901	2360
2466	10905	2356
2467	10909	2351
2468	10912	2347
2469	10917	2342
2470	10921	2338
2471	10926	2333
2472	10930	2329
2473	10934	2324
2474	10939	2320
2475	10943	2315
2476	10947	2311
2477	10951	2306
2478	10955	2302
2479	10959	2298
2480	10963	2293
2481	10968	2289
2482	10972	2284
2483	10975	2280
2484	10980	2275
2485	10984	2271
2486	10988	2266
2487	10992	2262
2488	10997	2257
2489	11001	2253
2490	11006	2249
2491	11011	2244
2492	11015	2240
2493	11020	2235
2494	11025	2231
2495	11030	2227
2496	11035	2222
2497	11039	2218
2498	11043	2214
2499	11047	2209
2500	11052	2205
2501	11056	2200
2502	11060	2196
2503	11065	2191
2504	11069	2187
2505	11074	2182
2506	11077	2178
2507	11082	2174
2508	11087	2169
2509	11091	2165
2510	11095	2160
2511	11100	2156
2512	11105	2152
2513	11109	2147
2514	11114	2143
2515	11120	2139
2516	11124	2134
2517	11128	2130
2518	11133	2125
2519	11138	2121
2520	11142	2117
2521	11146	2112
2522	11150	2108
2523	11154	2103
2524	11158	2099
2525	11162	2094
2526	11167	2090
2527	11171	2085
2528	11175	2081
2529	11179	2076
2530	11183	2072
2531	11187	2067
2532	11191	2063
2533	11195	2058
2534	11200	2054
2535	11204	2050
2536	11209	2045
2537	11213	2041
2538	11218	2036
2539	11222	2032
2540	11226	2027
2541	11231	2023
2542	11235	2019
2543	11239	2014
2544	11244	2010
2545	11249	2006
2546	11254	2001
2547	11258	1997
2548	11263	1992
2549	11267	1988
2550	11271	1983
2551	11276	1979
2552	11280	1975
2553	11284	1970
2554	11288	1966
2555	11293	1961
2556	11297	1957
2557	11301	1952
2558	11305	1948
2559	11310	1943
2560	11315	1939
2561	11320	1935
2562	11324	1930
2563	11328	1926
2564	11331	1921
2565	11335	1917
2566	11339	1912
2567	11343	1908
2568	11348	1903
2569	11352	1899
2570	11356	1894
2571	11360	1890
2572	11365	1886
2573	11369	1881
2574	11372	1877
2575	11377	1872
2576	11381	1868
2577	11385	1863
2578	11389	1859
2579	11394	1854
2580	11398	1850
2581	11402	1845
2582	11406	1841
2583	11411	1837
2584	11415	1832
2585	11419	1828
2586	11423	1823
2587	11427	1819
2588	11432	1814
2589	11436	1810
2590	11440	1805
2591	11444	1801
2592	11448	1797
2593	11452	1792
2594	11456	1788
2595	11460	1783
2596	11465	1779
2597	11469	1774
2598	11473	1770
2599	11477	1765
2600	11481	1761
2601	11485	1756
2602	11490	1752
2603	11494	1748
2604	11498	1743
2605	11502	1739
2606	11507	1734
2607	11511	1730
2608	11516	1725
2609	11520	1721
2610	11525	1717
2611	11529	1712
2612	11533	1708
2613	11537	1703
2614	11541	1699
2615	11545	1694
2616	11549	1690
2617	11554	1685
2618	11558	1681
2619	11562	1676
2620	11566	1672
2621	11570	1668
2622	11574	1663
2623	11579	1659
2624	11584	1654
2625	11588	1650
2626	11592	1646
2627	11597	1641
2628	11601	1637
2629	11605	1632
2630	11610	1628
2631	11614	1623
2632	11618	1619
2633	11622	1614
2634	11626	1610
2635	11630	1606
2636	11634	1601
2637	11638	1597
2638	11642	1592
2639	11646	1588
2640	11650	1583
2641	11655	1579
2642	11659	1574
2643	11662	1570
2644	11667	1565
2645	11671	1561
2646	11675	1556
2647	11679	1552
2648	11682	1548
2649	11687	1543
2650	11691	1539
2651	11695	1534
2652	11699	1530
2653	11703	1525
2654	11708	1521
2655	11712	1517
2656	11717	1512
2657	11721	1508
2658	11725	1503
2659	11729	1499
2660	11733	1494
2661	11737	1490
2662	11741	1485
2663	11745	1481
2664	11750	1477
2665	11754	1472
2666	11758	1468
2667	11762	1463
2668	11767	1459
2669	11771	1454
2670	11776	1450
2671	11780	1446
2672	11784	1441
2673	11788	1437
2674	11792	1432
2675	11796	1428
2676	11801	1423
2677	11806	1419
2678	11810	1415
2679	11815	1410
2680	11819	1406
2681	11823	1401
2682	11827	1397
2683	11831	1392
2684	11835	1388
2685	11839	1384
2686	11843	1379
2687	11847	1375
2688	11852	1370
2689	11856	1366
2690	11859	1361
2691	11864	1357
2692	11869	1353
2693	11873	1348
2694	11877	1344
2695	11881	1339
2696	11886	1335
2697	11890	1330
2698	11894	1326
2699	11899	1322
2700	11903	1317
2701	11907	1313
2702	11912	1308
2703	11917	1304
2704	11921	1300
2705	11925	1295
2706	11929	1291
2707	11933	1286
2708	11937	1282
2709	11941	1277
2710	11946	1273
2711	11950	1269
2712	11954	1264
2713	11958	1260
2714	11963	1255
2715	11967	1251
2716	11972	1246
2717	11975	1242
2718	11980	1238
2719	11984	1233
2720	11988	1229
2721	11993	1224
2722	11997	1220
2723	12001	1216
2724	12005	1211
2725	12010	1207
2726	12014	1202
2727	12018	1198
2728	12022	1193
2729	12027	1189
2730	12031	1185
2731	12035	1180
2732	12039	1176
2733	12043	1171
2734	12048	1167
2735	12052	1162
2736	12056	1158
2737	12060	1154
2738	12064	1149
2739	12068	1145
2740	12073	1140
2741	12078	1136
2742	12082	1132
2743	12085	1127
2744	12089	1123
2745	12094	1118
2746	12098	1114
2747	12102	1109
2748	12107	1105
2749	12111	1101
2750	12115	1096
2751	12119	1092
2752	12125	1087
2753	12129	1083
2754	12133	1079
2755	12137	1074
2756	12141	1070
2757	12145	1065
2758	12150	1061
2759	12154	1056
2760	12158	1052
2761	12162	1048
2762	12166	1043
2763	12171	1039
2764	12175	1034
2765	12178	1030
2766	12183	1025
2767	12187	1021
2768	12191	1017
2769	12195	1012
2770	12200	1008
2771	12204	1003
2772	12209	999
2773	12213	995
2774	12217	990
2775	12221	986
2776	12225	981
2777	12229	977
2778	12234	972
2779	12238	968
2780	12242	964
2781	12246	959
2782	12250	955
2783	12255	950
2784	12259	946
2785	12263	941
2786	12267	937
2787	12271	933
2788	12275	928
2789	12279	924
2790	12283	919
2791	12287	915
2792	12292	911
2793	12296	906
2794	12300	902
2795	12305	897
2796	12310	893
2797	12315	889
2798	12320	884
2799	12324	880
2800	12328	875
2801	12332	871
2802	12337	867
2803	12341	862
2804	12346	858
2805	12351	853
2806	12355	849
2807	12360	845
2808	12364	840
2809	12369	836
2810	12373	831
2811	12378	827
2812	12383	823
2813	12387	818
2814	12391	814
2815	12396	809
2816	12401	805
2817	12406	801
2818	12410	796
2819	12415	792
2820	12419	788
2821	12423	783
2822	12428	779
2823	12432	774
2824	12436	770
2825	12440	765
2826	12444	761
2827	12448	757
2828	12454	752
2829	12458	748
2830	12463	743
2831	12467	739
2832	12471	735
2833	12475	730
2834	12479	726
2835	12484	721
2836	12489	717
2837	12493	713
2838	12497	708
2839	12502	704
2840	12507	700
2841	12512	695
2842	12516	691
2843	12520	686
2844	12524	682
2845	12528	677
2846	12533	673
2847	12537	669
2848	12541	664
2849	12545	660
2850	12549	655
2851	12554	651
2852	12558	647
2853	12562	642
2854	12566	638
2855	12571	633
2856	12574	629
2857	12579	625
2858	12583	620
2859	12587	616
2860	12591	611
2861	12596	607
2862	12600	602
2863	12604	598
2864	12608	594
2865	12613	589
2866	12617	585
2867	12621	580
2868	12625	576
2869	12630	572
2870	12634	567
2871	12638	563
2872	12642	558
2873	12646	554
2874	12650	550
2875	12654	545
2876	12658	541
2877	12662	536
2878	12667	532
2879	12671	527
2880	12676	523
2881	12680	519
2882	12685	514
2883	12689	510
2884	12693	505
2885	12698	501
2886	12704	497
2887	12708	492
2888	12712	488
2889	12716	484
2890	12720	479
2891	12724	475
2892	12729	470
2893	12733	466
2894	12738	462
2895	12742	457
2896	12747	453
2897	12751	448
2898	12755	444
2899	12760	440
2900	12764	435
2901	12768	431
2902	12772	426
2903	12777	422
2904	12782	418
2905	12786	413
2906	12791	409
2907	12795	404
2908	12800	400
2909	12804	396
2910	12808	391
2911	12813	387
2912	12817	382
2913	12821	378
2914	12825	373
2915	12829	369
2916	12833	365
2917	12837	360
2918	12842	356
2919	12848	352
2920	12852	347
2921	12857	343
2922	12861	338
2923	12865	334
2924	12870	330
2925	12874	325
2926	12879	321
2927	12883	316
2928	12887	312
2929	12892	308
2930	12897	303
2931	12901	299
2932	12905	294
2933	12909	290
2934	12913	285
2935	12918	281
2936	12922	277
2937	12927	272
2938	12931	268
2939	12935	263
2940	12939	259
2941	12943	255
2942	12948	250
2943	12952	246
2944	12957	241
2945	12961	237
2946	12966	233
2947	12970	228
2948	12975	224
2949	12979	219
2950	12983	215
2951	12987	211
2952	12993	206
2953	12998	202
2954	13002	198
2955	13007	193
2956	13011	189
2957	13015	184
2958	13019	180
2959	13023	175
2960	13028	171
2961	13031	167
2962	13036	162
2963	13040	158
2964	13044	153
2965	13048	149
2966	13053	145
2967	13057	140
2968	13061	136
2969	13065	131
2970	13070	127
2971	13074	123
2972	13078	118
2973	13083	114
2974	13088	109
2975	13092	105
2976	13097	101
2977	13101	96
2978	13105	92
2979	13109	87
2980	13113	83
2981	13118	79
2982	13122	74
2983	13126	70
2984	13130	65
2985	13134	61
2986	13139	57
2987	13143	52
2988	13147	48
2989	13152	43
2990	13156	39
2991	13160	35
2992	13164	30
2993	13168	26
2994	13173	21
2995	13177	17
2996	13181	13
2997	13186	8
2998	13191	4
2999	13195	0
