iter	RMSE
244	9.816434972
245	9.808393721
246	9.798738177
247	9.796853288
248	9.792207533
249	9.786061814
250	9.780819604
251	9.775636634
252	9.772849592
253	9.770316674
254	9.768886845
255	9.767577197
256	9.766174805
257	9.762288824
258	9.754954278
259	9.752679297
260	9.749471187
261	9.742727635
262	9.736526037
263	9.730568721
264	9.727966401
265	9.724971825
266	9.720922561
267	9.717812045
268	9.712133248
269	9.707577122
270	9.702213745
271	9.696228374
272	9.692556732
273	9.68604168
274	9.681228426
275	9.677759636
276	9.676120409
277	9.671111802
278	9.665179053
279	9.662457089
280	9.658946042
281	9.653634688
282	9.649063206
283	9.643566039
284	9.640138794
285	9.639044928
286	9.633310705
287	9.630014074
288	9.624281632
289	9.618875682
290	9.616815866
291	9.611510126
292	9.607397434
293	9.603514802
294	9.600433969
295	9.594566868
296	9.590046902
297	9.589019389
298	9.585178189
299	9.580397822
300	9.577788889
301	9.571721359
302	9.567890103
303	9.560890537
304	9.559990065
305	9.557766577
306	9.553995851
307	9.552481865
308	9.548581217
309	9.544465575
310	9.540168255
311	9.536660084
312	9.531875256
313	9.527211141
314	9.526326423
315	9.524325087
316	9.520958275
317	9.51925873
318	9.515430491
319	9.509716378
320	9.504496387
321	9.501481651
322	9.499210734
323	9.493658323
324	9.488610686
325	9.484247672
326	9.479744245
327	9.478922351
328	9.473834175
329	9.469736799
330	9.465904416
331	9.463701994
332	9.460654326
333	9.458574287
334	9.45340243
335	9.450618616
336	9.449182077
337	9.447418503
338	9.442857734
339	9.441601564
340	9.440679888
341	9.437424265
342	9.433113405
343	9.430575649
344	9.424959623
345	9.41986293
346	9.418948909
347	9.413521598
348	9.410512216
349	9.409133413
350	9.405666706
351	9.399908186
352	9.39718514
353	9.392844294
354	9.389647574
355	9.385963308
356	9.384854146
357	9.383877997
358	9.380742244
359	9.375541947
360	9.373243666
361	9.368504462
362	9.363351905
363	9.360330742
364	9.356295745
365	9.352733965
366	9.350462951
367	9.34869005
368	9.347730275
369	9.343703278
370	9.340452544
371	9.337324275
372	9.335920413
373	9.332470374
374	9.329968777
375	9.329286672
376	9.328573059
377	9.325572283
378	9.324054331
379	9.321124991
380	9.31805994
381	9.31585387
382	9.310964524
383	9.307323628
384	9.304605491
385	9.302606641
386	9.300980798
387	9.297569457
388	9.294894502
389	9.293722034
390	9.293146913
391	9.289938441
392	9.282614102
393	9.281531062
394	9.27886005
395	9.274203102
396	9.272582204
397	9.268923848
398	9.266182216
399	9.264201613
400	9.263631144
401	9.26299608
402	9.261517443
403	9.257166322
404	9.256532095
405	9.254796074
406	9.253209778
407	9.250946265
408	9.249113034
409	9.246444416
410	9.244904989
411	9.240413136
412	9.23725574
413	9.233884843
414	9.232490942
415	9.231300102
416	9.227134234
417	9.224626518
418	9.21989615
419	9.214679424
420	9.2115512
421	9.20771697
422	9.204109142
423	9.20173031
424	9.198372393
425	9.196595853
426	9.196034606
427	9.193434884
428	9.190627254
429	9.190174601
430	9.189398494
431	9.186370567
432	9.182895524
433	9.179587608
434	9.175896395
435	9.173553262
436	9.171037962
437	9.169664638
438	9.168954417
439	9.16524894
440	9.161666361
441	9.159968299
442	9.159266177
443	9.15607533
444	9.15479516
445	9.153658543
446	9.151956135
447	9.151057493
448	9.149263584
449	9.148110082
450	9.145199644
451	9.140731739
452	9.139407213
453	9.138895722
454	9.136239631
455	9.134935726
456	9.132629445
457	9.130193285
458	9.12880482
459	9.128298264
460	9.125038998
461	9.12209959
462	9.119719903
463	9.116875576
464	9.115504928
465	9.113300579
466	9.109981376
467	9.106791304
468	9.104522908
469	9.104083804
470	9.099624743
471	9.098019812
472	9.094963547
473	9.090927569
474	9.087982547
475	9.086524125
476	9.085870375
477	9.08484621
478	9.084486069
479	9.082824384
480	9.079813374
481	9.079472876
482	9.075348958
483	9.073977525
484	9.07323218
485	9.072096255
486	9.069231952
487	9.064476907
488	9.059809813
489	9.059590681
490	9.055504181
491	9.052708267
492	9.050920909
493	9.050555368
494	9.048239674
495	9.044508286
496	9.041551742
497	9.040584513
498	9.037802484
499	9.036125226
500	9.033990106
501	9.032620021
502	9.031898118
503	9.028352489
504	9.026770082
505	9.023810719
506	9.019947209
507	9.01774861
508	9.017201809
509	9.016733617
510	9.015064174
511	9.011876136
512	9.010675074
513	9.008926484
514	9.006930725
515	9.005931957
516	9.004657001
517	9.001828097
518	8.999694193
519	8.995698193
520	8.99170853
521	8.991237075
522	8.988364666
523	8.986242073
524	8.984212934
525	8.981921397
526	8.978163816
527	8.976256986
528	8.97274593
529	8.969348601
530	8.969034424
531	8.965452
532	8.964002229
533	8.962823496
534	8.961764204
535	8.961218202
536	8.960414813
537	8.95714731
538	8.955393644
539	8.953626608
540	8.952495736
541	8.951317743
542	8.949539768
543	8.949152008
544	8.947106694
545	8.943933177
546	8.939334278
547	8.936157555
548	8.935691616
549	8.934732257
550	8.934424272
551	8.9323756
552	8.930568913
553	8.927436939
554	8.926143032
555	8.923532808
556	8.921748979
557	8.919192088
558	8.917812646
559	8.913615209
560	8.911064495
561	8.906627582
562	8.905695263
563	8.903319
564	8.901263078
565	8.898394724
566	8.897304592
567	8.894364176
568	8.891791431
569	8.891459555
570	8.890570559
571	8.888479036
572	8.885608692
573	8.884967649
574	8.881438763
575	8.879050969
576	8.87681749
577	8.875698735
578	8.873935194
579	8.873609834
580	8.873203428
581	8.871894321
582	8.869016831
583	8.866389074
584	8.865189162
585	8.862300167
586	8.860563779
587	8.858844276
588	8.857542284
589	8.853976052
590	8.853688773
591	8.851271928
592	8.850196257
593	8.848980241
594	8.846869199
595	8.845483694
596	8.844765109
597	8.844315003
598	8.840620467
599	8.838298765
600	8.837553544
601	8.836610804
602	8.83632545
603	8.83475984
604	8.833485046
605	8.830952387
606	8.828861247
607	8.826072456
608	8.82406195
609	8.822244714
610	8.819108459
611	8.815416754
612	8.814393566
613	8.814159275
614	8.810920394
615	8.810302458
616	8.80962515
617	8.808202546
618	8.807860652
619	8.807045422
620	8.804422366
621	8.802064116
622	8.800700544
623	8.797654778
624	8.79489587
625	8.794581735
626	8.792871316
627	8.787966248
628	8.783661476
629	8.780263059
630	8.777123594
631	8.775031086
632	8.77333671
633	8.771679557
634	8.767491199
635	8.765262684
636	8.763734248
637	8.763063757
638	8.760978798
639	8.758689588
640	8.75608522
641	8.754511441
642	8.751544891
643	8.750668398
644	8.749495885
645	8.747880225
646	8.746728962
647	8.744842085
648	8.744087645
649	8.741208378
650	8.740880704
651	8.73955264
652	8.738038516
653	8.736822247
654	8.736012739
655	8.735765188
656	8.734846482
657	8.731642144
658	8.730611985
659	8.728204746
660	8.724891895
661	8.724197934
662	8.723195253
663	8.72250836
664	8.72180468
665	8.719533498
666	8.719194523
667	8.71742164
668	8.715715551
669	8.713107936
670	8.711290129
671	8.710348459
672	8.70999855
673	8.70618742
674	8.705685552
675	8.704467189
676	8.703839357
677	8.701263576
678	8.698178383
679	8.697865639
680	8.6965902
681	8.694879056
682	8.694667181
683	8.694048613
684	8.693764278
685	8.693570962
686	8.692874698
687	8.690797484
688	8.687471006
689	8.687248305
690	8.686963215
691	8.684191386
692	8.683881249
693	8.682755125
694	8.680423405
695	8.680127278
696	8.678333748
697	8.675865499
698	8.672849752
699	8.672329402
700	8.670024236
701	8.667010113
702	8.666445778
703	8.665749281
704	8.663454947
705	8.662236629
706	8.66120682
707	8.658449021
708	8.654995046
709	8.654762356
710	8.652660682
711	8.651734692
712	8.650976094
713	8.650357678
714	8.650101192
715	8.64894021
716	8.648427598
717	8.647403559
718	8.645680038
719	8.645125258
720	8.641037521
721	8.637647879
722	8.635699606
723	8.635000213
724	8.633630312
725	8.633349419
726	8.632731632
727	8.632042783
728	8.629379806
729	8.626812639
730	8.625819566
731	8.6234021
732	8.620949823
733	8.620465281
734	8.618185584
735	8.615687923
736	8.613307266
737	8.611470429
738	8.608449578
739	8.607841697
740	8.607315324
741	8.605717039
742	8.603602179
743	8.601602709
744	8.600457724
745	8.599416572
746	8.597159135
747	8.59667745
748	8.595293245
749	8.593363697
750	8.591563806
751	8.590657984
752	8.588703378
753	8.588016882
754	8.587229252
755	8.586653021
756	8.582810034
757	8.581261683
758	8.577575019
759	8.57595247
760	8.574625533
761	8.571191825
762	8.568846667
763	8.567111519
764	8.566482894
765	8.566335016
766	8.563961949
767	8.561577864
768	8.558222385
769	8.555311934
770	8.554578025
771	8.553389379
772	8.551308196
773	8.550369426
774	8.548371835
775	8.545016469
776	8.544108902
777	8.543394215
778	8.542176665
779	8.540231523
780	8.539895124
781	8.537622073
782	8.535378002
783	8.534147321
784	8.533884044
785	8.532244653
786	8.52978133
787	8.52818194
788	8.52546881
789	8.524544915
790	8.521816913
791	8.520119658
792	8.519414085
793	8.517209114
794	8.51543995
795	8.513276235
796	8.511920832
797	8.510698651
798	8.508479109
799	8.507244457
800	8.505142357
801	8.504618741
802	8.501422412
803	8.50065862
804	8.498468115
805	8.495983071
806	8.494600576
807	8.493089838
808	8.490998235
809	8.489520478
810	8.488992157
811	8.48813917
812	8.486916411
813	8.485794227
814	8.485366241
815	8.483024976
816	8.481634759
817	8.480966757
818	8.480427487
819	8.478893855
820	8.478344752
821	8.476860645
822	8.474615699
823	8.471615161
824	8.47085767
825	8.469274733
826	8.46643084
827	8.465206286
828	8.463849546
829	8.460781506
830	8.459615379
831	8.458473527
832	8.457174542
833	8.456049973
834	8.45340481
835	8.451646094
836	8.448990584
837	8.447546137
838	8.446213968
839	8.445201878
840	8.444704956
841	8.441782368
842	8.440342155
843	8.438976005
844	8.438456835
845	8.436834672
846	8.435565687
847	8.434289223
848	8.43148119
849	8.430146927
850	8.427586628
851	8.426408695
852	8.424733532
853	8.422639944
854	8.421479142
855	8.419451007
856	8.418129808
857	8.417621176
858	8.416546544
859	8.416101308
860	8.415735042
861	8.414340281
862	8.413206039
863	8.412130301
864	8.410164318
865	8.408310508
866	8.404738444
867	8.403544684
868	8.401130895
869	8.400424419
870	8.397731529
871	8.397043255
872	8.396377165
873	8.395694541
874	8.39379296
875	8.392291742
876	8.389994137
877	8.38822253
878	8.387530644
879	8.38704355
880	8.384256893
881	8.383878924
882	8.380504958
883	8.37945983
884	8.379026783
885	8.375828873
886	8.372870051
887	8.372637299
888	8.371339127
889	8.368331846
890	8.366141679
891	8.365887382
892	8.363772563
893	8.363202886
894	8.362356719
895	8.361586198
896	8.360808447
897	8.357818125
898	8.357385853
899	8.356413444
900	8.355664457
901	8.354758174
902	8.353120055
903	8.35080869
904	8.348735759
905	8.34765906
906	8.345612822
907	8.342834488
908	8.339015573
909	8.336908924
910	8.33650464
911	8.335397471
912	8.333885379
913	8.33194287
914	8.32962979
915	8.328306627
916	8.327521628
917	8.326736589
918	8.326087719
919	8.324940737
920	8.322942722
921	8.32163846
922	8.320465074
923	8.319164232
924	8.317468764
925	8.3155798
926	8.314024009
927	8.313363346
928	8.311498601
929	8.310873075
930	8.309044903
931	8.307760381
932	8.306094979
933	8.304748562
934	8.304045975
935	8.302748203
936	8.30208376
937	8.301014879
938	8.299240463
939	8.296527279
940	8.293959763
941	8.2926458
942	8.291759747
943	8.289979906
944	8.286603388
945	8.284041253
946	8.283791517
947	8.282479537
948	8.279934905
949	8.2781237
950	8.276452883
951	8.276176361
952	8.273852328
953	8.27317335
954	8.271210287
955	8.270741398
956	8.269492718
957	8.268075976
958	8.26786455
959	8.265419248
960	8.264131348
961	8.262280908
962	8.260783498
963	8.259801578
964	8.257842608
965	8.255797931
966	8.255230495
967	8.254273637
968	8.253214801
969	8.252092947
970	8.251160978
971	8.250954899
972	8.249791154
973	8.248078955
974	8.247869625
975	8.244703757
976	8.243261333
977	8.24121593
978	8.2396788
979	8.237492032
980	8.236119384
981	8.234059168
982	8.233832495
983	8.233338231
984	8.232651299
985	8.232211833
986	8.230643205
987	8.23029903
988	8.228740765
989	8.228417668
990	8.22732027
991	8.226887919
992	8.226520424
993	8.225173759
994	8.224597869
995	8.221085782
996	8.220157486
997	8.218187185
998	8.217091664
999	8.215117117
1000	8.213962479
1001	8.212900294
1002	8.210914942
1003	8.20995427
1004	8.209702331
1005	8.208005834
1006	8.205579623
1007	8.202817329
1008	8.200620592
1009	8.19904873
1010	8.198452834
1011	8.194910849
1012	8.191877081
1013	8.190899347
1014	8.190679882
1015	8.189309255
1016	8.188670057
1017	8.18784468
1018	8.186325535
1019	8.184153421
1020	8.183955056
1021	8.183222137
1022	8.180710921
1023	8.178989349
1024	8.178125151
1025	8.17769536
1026	8.17608761
1027	8.17519686
1028	8.174497216
1029	8.172126689
1030	8.17014955
1031	8.167230152
1032	8.166614412
1033	8.166216046
1034	8.164652492
1035	8.163752117
1036	8.16280593
1037	8.162061776
1038	8.160329929
1039	8.1581041
1040	8.156320611
1041	8.155010883
1042	8.154442393
1043	8.153628953
1044	8.152886366
1045	8.152102988
1046	8.151910935
1047	8.150304199
1048	8.14909886
1049	8.145359461
1050	8.144177301
1051	8.143823143
1052	8.142450868
1053	8.141060876
1054	8.140274789
1055	8.139659968
1056	8.139283001
1057	8.139124644
1058	8.137910078
1059	8.1365844
1060	8.135704343
1061	8.133777131
1062	8.131581036
1063	8.131267147
1064	8.130010365
1065	8.127518035
1066	8.127238165
1067	8.126912968
1068	8.125073299
1069	8.12404232
1070	8.12177216
1071	8.12063047
1072	8.120047391
1073	8.119071607
1074	8.117955362
1075	8.116481403
1076	8.11453018
1077	8.113399139
1078	8.110084681
1079	8.109588062
1080	8.109146759
1081	8.107968928
1082	8.106173652
1083	8.105133497
1084	8.103517317
1085	8.10173786
1086	8.10142123
1087	8.100799694
1088	8.100042463
1089	8.098460472
1090	8.097327647
1091	8.096431245
1092	8.095939018
1093	8.095545129
1094	8.095389181
1095	8.093058632
1096	8.091509546
1097	8.090505259
1098	8.090038092
1099	8.088150308
1100	8.087996335
1101	8.086211608
1102	8.08544236
1103	8.0842348
1104	8.083006621
1105	8.082064652
1106	8.080914159
1107	8.080046082
1108	8.077826425
1109	8.076241179
1110	8.076074026
1111	8.075550592
1112	8.073456786
1113	8.073333298
1114	8.072161245
1115	8.071380303
1116	8.071251036
1117	8.068414913
1118	8.066950918
1119	8.066767392
1120	8.065374543
1121	8.064538158
1122	8.063830708
1123	8.062669485
1124	8.061315413
1125	8.059790233
1126	8.059684746
1127	8.059463627
1128	8.056349789
1129	8.055355928
1130	8.053626102
1131	8.052589542
1132	8.051642485
1133	8.04914269
1134	8.04677774
1135	8.046467322
1136	8.044937464
1137	8.043868262
1138	8.042994269
1139	8.041294263
1140	8.039246665
1141	8.038112359
1142	8.036485708
1143	8.035633685
1144	8.034547531
1145	8.034374128
1146	8.033120157
1147	8.031746891
1148	8.031575217
1149	8.030187144
1150	8.030059934
1151	8.028251261
1152	8.026596529
1153	8.026040429
1154	8.025283359
1155	8.024662544
1156	8.022724829
1157	8.021183753
1158	8.019314715
1159	8.017900424
1160	8.01660078
1161	8.014859629
1162	8.013494205
1163	8.0123073
1164	8.011619788
1165	8.009906782
1166	8.008618957
1167	8.008147283
1168	8.006884899
1169	8.005784848
1170	8.005294057
1171	8.004194509
1172	8.002443614
1173	8.000798723
1174	8.00035994
1175	8.00017295
1176	7.999649284
1177	7.999077534
1178	7.997955425
1179	7.997647955
1180	7.996454099
1181	7.99483128
1182	7.994261631
1183	7.992994907
1184	7.991389688
1185	7.990736158
1186	7.988345557
1187	7.987700872
1188	7.98567629
1189	7.985500267
1190	7.984946587
1191	7.982814918
1192	7.981933351
1193	7.980996154
1194	7.980210072
1195	7.978442132
1196	7.977884608
1197	7.977511795
1198	7.975374496
1199	7.974588257
1200	7.972541478
1201	7.970330422
1202	7.968996233
1203	7.968484769
1204	7.968001215
1205	7.9674809
1206	7.967324895
1207	7.965310238
1208	7.963690586
1209	7.960619744
1210	7.958455832
1211	7.958104965
1212	7.956388804
1213	7.956079972
1214	7.954931923
1215	7.954292392
1216	7.95417883
1217	7.952916084
1218	7.951494013
1219	7.950695466
1220	7.950563393
1221	7.949737061
1222	7.947369893
1223	7.945609971
1224	7.944945392
1225	7.944003926
1226	7.942738877
1227	7.940902708
1228	7.940402478
1229	7.939107296
1230	7.938299959
1231	7.937215554
1232	7.935300885
1233	7.935035918
1234	7.934928762
1235	7.934027659
1236	7.933862141
1237	7.93333567
1238	7.932396962
1239	7.931367287
1240	7.930625805
1241	7.930146511
1242	7.928051977
1243	7.926898599
1244	7.925761371
1245	7.923815625
1246	7.92196079
1247	7.920995621
1248	7.91880172
1249	7.918406603
1250	7.916667975
1251	7.914594645
1252	7.913097253
1253	7.911720009
1254	7.911196329
1255	7.909510911
1256	7.908835399
1257	7.907903686
1258	7.907568769
1259	7.907436454
1260	7.905364453
1261	7.90451246
1262	7.904118065
1263	7.903212927
1264	7.901670286
1265	7.901267925
1266	7.90047313
1267	7.900218795
1268	7.89856924
1269	7.897252381
1270	7.894973332
1271	7.893695007
1272	7.892862472
1273	7.892552011
1274	7.892071348
1275	7.890264568
1276	7.886990233
1277	7.885058198
1278	7.884215872
1279	7.882897676
1280	7.881372956
1281	7.879377025
1282	7.878972317
1283	7.877406691
1284	7.876852433
1285	7.876684853
1286	7.876338254
1287	7.874182456
1288	7.873363785
1289	7.872140982
1290	7.869881753
1291	7.869707208
1292	7.868219155
1293	7.866443534
1294	7.866042575
1295	7.863583523
1296	7.862968718
1297	7.860609845
1298	7.859869852
1299	7.858330204
1300	7.856731409
1301	7.855745233
1302	7.854142689
1303	7.853739716
1304	7.85338959
1305	7.852970922
1306	7.851934811
1307	7.850850207
1308	7.849710203
1309	7.848298565
1310	7.847279894
1311	7.846430381
1312	7.845026069
1313	7.844809559
1314	7.843503544
1315	7.843025064
1316	7.841562765
1317	7.840441543
1318	7.839234301
1319	7.838262345
1320	7.837269611
1321	7.836037595
1322	7.835332547
1323	7.833852039
1324	7.832737665
1325	7.832460061
1326	7.831276347
1327	7.829956973
1328	7.829266699
1329	7.828849951
1330	7.828228393
1331	7.826848755
1332	7.825446717
1333	7.823668266
1334	7.822557416
1335	7.820781607
1336	7.819073242
1337	7.816789449
1338	7.816017672
1339	7.815674781
1340	7.813353119
1341	7.812141738
1342	7.810827469
1343	7.809122625
1344	7.80826408
1345	7.807275622
1346	7.80641882
1347	7.804092732
1348	7.802479194
1349	7.800920896
1350	7.800516915
1351	7.80019169
1352	7.798176146
1353	7.796924886
1354	7.796302249
1355	7.796005635
1356	7.795589199
1357	7.794628765
1358	7.792916773
1359	7.792102019
1360	7.790805035
1361	7.790190534
1362	7.789610718
1363	7.788399556
1364	7.788293061
1365	7.786079701
1366	7.784892109
1367	7.78402478
1368	7.781832976
1369	7.780958081
1370	7.780295765
1371	7.779467314
1372	7.777479773
1373	7.775989547
1374	7.774995567
1375	7.773969005
1376	7.773174272
1377	7.772861528
1378	7.77038681
1379	7.769799073
1380	7.768115159
1381	7.766456321
1382	7.764391811
1383	7.763072212
1384	7.761721479
1385	7.760673757
1386	7.758158557
1387	7.757208146
1388	7.755602134
1389	7.753778931
1390	7.752369505
1391	7.751859521
1392	7.751495981
1393	7.750206603
1394	7.74927238
1395	7.747592595
1396	7.747239639
1397	7.746164746
1398	7.745425634
1399	7.745243501
1400	7.744046526
1401	7.743843939
1402	7.742751925
1403	7.741836852
1404	7.740779391
1405	7.740505528
1406	7.739153029
1407	7.738212868
1408	7.737791166
1409	7.73760953
1410	7.737131475
1411	7.736065422
1412	7.734416645
1413	7.732362617
1414	7.731406472
1415	7.730026191
1416	7.729233869
1417	7.728899943
1418	7.727882722
1419	7.727191846
1420	7.726370845
1421	7.725234568
1422	7.724716181
1423	7.724546766
1424	7.723892356
1425	7.722928778
1426	7.721203144
1427	7.720129835
1428	7.718059726
1429	7.717900959
1430	7.716906394
1431	7.715891562
1432	7.714801894
1433	7.714336024
1434	7.712981012
1435	7.711367978
1436	7.710169514
1437	7.709017888
1438	7.708410929
1439	7.707132844
1440	7.705696884
1441	7.703847578
1442	7.7022676
1443	7.700847644
1444	7.699581001
1445	7.699044117
1446	7.698368287
1447	7.697562852
1448	7.695689155
1449	7.694491523
1450	7.693098783
1451	7.691932165
1452	7.690647182
1453	7.689132535
1454	7.68829823
1455	7.688131221
1456	7.686762804
1457	7.686582672
1458	7.68483778
1459	7.683739074
1460	7.682863453
1461	7.681928854
1462	7.681731315
1463	7.680223451
1464	7.679693055
1465	7.678248517
1466	7.676851941
1467	7.675892366
1468	7.674522409
1469	7.673537392
1470	7.673046498
1471	7.67134317
1472	7.669817644
1473	7.668000272
1474	7.666505662
1475	7.664391192
1476	7.663517773
1477	7.662714916
1478	7.662145552
1479	7.661769355
1480	7.660732503
1481	7.659475441
1482	7.658535892
1483	7.657745263
1484	7.656448292
1485	7.654245429
1486	7.652790377
1487	7.651817299
1488	7.650928186
1489	7.649823884
1490	7.648398996
1491	7.646649224
1492	7.644620757
1493	7.643106178
1494	7.642325205
1495	7.640934348
1496	7.640720228
1497	7.639726849
1498	7.638250945
1499	7.638148998
1500	7.637756828
1501	7.636298694
1502	7.63555016
1503	7.633612793
1504	7.63250008
1505	7.630401945
1506	7.629807628
1507	7.628737394
1508	7.627581704
1509	7.62595386
1510	7.624767149
1511	7.624368145
1512	7.622880061
1513	7.621343414
1514	7.620825325
1515	7.620562219
1516	7.619898676
1517	7.619719493
1518	7.61953725
1519	7.618169801
1520	7.617941205
1521	7.617838702
1522	7.61656095
1523	7.616297674
1524	7.614476796
1525	7.612402751
1526	7.61081598
1527	7.60967257
1528	7.608584383
1529	7.6072093
1530	7.60614135
1531	7.605286005
1532	7.604825125
1533	7.603906464
1534	7.602416915
1535	7.6011306
1536	7.600483327
1537	7.599653134
1538	7.598346237
1539	7.598141824
1540	7.596366897
1541	7.594853998
1542	7.594279137
1543	7.593539819
1544	7.592588131
1545	7.591775421
1546	7.591632868
1547	7.590979281
1548	7.589440319
1549	7.587920311
1550	7.587119525
1551	7.585725282
1552	7.584595345
1553	7.584176248
1554	7.582847498
1555	7.582414313
1556	7.581332774
1557	7.581135056
1558	7.579740558
1559	7.579622382
1560	7.578749693
1561	7.57730597
1562	7.57704802
1563	7.575794443
1564	7.574336376
1565	7.573464783
1566	7.572084952
1567	7.570723956
1568	7.569069719
1569	7.567885021
1570	7.567536161
1571	7.567402037
1572	7.566844513
1573	7.565158693
1574	7.563320613
1575	7.562603108
1576	7.562465729
1577	7.561858578
1578	7.56114022
1579	7.560161442
1580	7.559857298
1581	7.559032263
1582	7.558558086
1583	7.558438394
1584	7.557484947
1585	7.556689269
1586	7.556124988
1587	7.5551474
1588	7.555008074
1589	7.553653454
1590	7.552390015
1591	7.551347296
1592	7.550855183
1593	7.549889317
1594	7.548592023
1595	7.547401954
1596	7.54601472
1597	7.545157376
1598	7.543022154
1599	7.542175181
1600	7.540977599
1601	7.540327915
1602	7.539565338
1603	7.539270756
1604	7.538514393
1605	7.537595409
1606	7.537273004
1607	7.536137283
1608	7.533658518
1609	7.532984412
1610	7.53171503
1611	7.53034441
1612	7.529234769
1613	7.528590416
1614	7.52747677
1615	7.527221938
1616	7.526320079
1617	7.525612732
1618	7.52474946
1619	7.52371661
1620	7.522850205
1621	7.522268991
1622	7.521513546
1623	7.520692856
1624	7.519931527
1625	7.518596882
1626	7.517223054
1627	7.51615489
1628	7.515043203
1629	7.514912014
1630	7.51310521
1631	7.512321872
1632	7.511485178
1633	7.510571663
1634	7.509888091
1635	7.509676305
1636	7.508589768
1637	7.507436285
1638	7.505474463
1639	7.505025847
1640	7.503740873
1641	7.503318258
1642	7.502581598
1643	7.5012109
1644	7.501126788
1645	7.499537587
1646	7.49878091
1647	7.498088395
1648	7.497560004
1649	7.496796965
1650	7.495672745
1651	7.494852942
1652	7.493866649
1653	7.49307276
1654	7.491874888
1655	7.491451288
1656	7.490459851
1657	7.489758321
1658	7.488029458
1659	7.487142894
1660	7.486640051
1661	7.486300988
1662	7.485847238
1663	7.48422276
1664	7.483130315
